Fecha, Precipitación(mm), Temperatura Media(ºC), Temperatura Máxima(ºC), Temperatura Mínima(ºC), Evaporación(mm),Clave,Latitud,Longitud
2005/01/22,0.00,18.75,26.50,11.00,3.32,C14197,19.94,-104.259722
2005/01/23,8.20,18.00,24.50,11.50,0.03,C14197,19.94,-104.259722
2005/01/24,0.00,19.00,25.00,13.00,1.72,C14197,19.94,-104.259722
2005/01/25,0.00,19.50,28.00,11.00,3.50,C14197,19.94,-104.259722
2005/01/26,0.00,19.50,28.00,11.00,4.28,C14197,19.94,-104.259722
2005/01/27,0.00,20.75,29.50,12.00,4.19,C14197,19.94,-104.259722
2005/01/28,0.00,19.75,30.00,9.50,3.82,C14197,19.94,-104.259722
2005/01/29,0.00,19.00,29.00,9.00,2.55,C14197,19.94,-104.259722
2005/01/30,0.00,19.50,30.00,9.00,3.73,C14197,19.94,-104.259722
2005/01/31,0.00,19.75,30.00,9.50,4.92,C14197,19.94,-104.259722
2005/02/01,0.00,17.00,24.50,9.50,4.92,C14197,19.94,-104.259722
2005/02/02,0.00,19.00,25.00,13.00,2.34,C14197,19.94,-104.259722
2005/02/03,0.00,18.25,24.50,12.00,3.32,C14197,19.94,-104.259722
2005/02/04,2.70,14.25,15.50,13.00,0.62,C14197,19.94,-104.259722
2005/02/05,2.70,14.00,16.00,12.00,0.62,C14197,19.94,-104.259722
2005/02/06,0.00,19.50,27.00,12.00,4.59,C14197,19.94,-104.259722
2005/02/07,0.00,19.50,29.00,10.00,4.59,C14197,19.94,-104.259722
2005/02/08,0.00,20.25,30.50,10.00,5.71,C14197,19.94,-104.259722
2005/02/09,0.00,21.25,32.00,10.50,3.86,C14197,19.94,-104.259722
2005/02/10,0.00,20.75,30.50,11.00,4.29,C14197,19.94,-104.259722
2005/02/11,0.00,20.50,30.00,11.00,4.01,C14197,19.94,-104.259722
2005/02/12,0.00,20.25,29.00,11.50,4.12,C14197,19.94,-104.259722
2005/02/13,0.00,20.25,29.50,11.00,5.58,C14197,19.94,-104.259722
2005/02/14,0.00,20.75,31.00,10.50,5.16,C14197,19.94,-104.259722
2005/02/15,0.00,20.75,31.50,10.00,3.25,C14197,19.94,-104.259722
2005/02/16,0.00,21.50,33.00,10.00,5.97,C14197,19.94,-104.259722
2005/02/17,0.00,21.00,32.00,10.00,4.97,C14197,19.94,-104.259722
2005/02/18,0.00,20.50,31.00,10.00,4.73,C14197,19.94,-104.259722
2005/02/19,0.00,20.50,30.00,11.00,4.38,C14197,19.94,-104.259722
2005/02/20,0.00,20.50,30.00,11.00,6.87,C14197,19.94,-104.259722
2005/02/21,0.00,22.00,33.00,11.00,2.75,C14197,19.94,-104.259722
2005/02/22,0.00,22.50,31.00,14.00,0.62,C14197,19.94,-104.259722
2005/02/23,0.00,20.25,26.50,14.00,4.21,C14197,19.94,-104.259722
2005/02/24,0.00,21.00,27.50,14.50,3.24,C14197,19.94,-104.259722
2005/02/25,1.70,17.25,24.00,10.50,1.49,C14197,19.94,-104.259722
2005/02/26,0.00,14.50,18.00,11.00,6.01,C14197,19.94,-104.259722
2005/02/27,0.00,16.75,24.50,9.00,2.02,C14197,19.94,-104.259722
2005/02/28,0.00,15.00,24.50,5.50,4.95,C14197,19.94,-104.259722
2005/03/01,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/02,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/03,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/04,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/05,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/06,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/07,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/08,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/09,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/10,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/11,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/12,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/13,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/14,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/15,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/16,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/17,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/18,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/19,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/20,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/21,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/22,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/23,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/24,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/25,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/26,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/27,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/28,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/29,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/30,-,-,-,-,-,C14197,19.94,-104.259722
2005/03/31,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/01,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/02,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/03,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/04,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/05,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/06,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/07,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/08,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/09,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/10,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/11,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/12,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/13,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/14,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/15,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/16,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/17,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/18,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/19,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/20,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/21,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/22,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/23,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/24,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/25,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/26,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/27,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/28,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/29,-,-,-,-,-,C14197,19.94,-104.259722
2005/04/30,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/01,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/02,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/03,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/04,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/05,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/06,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/07,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/08,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/09,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/10,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/11,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/12,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/13,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/14,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/15,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/16,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/17,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/18,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/19,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/20,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/21,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/22,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/23,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/24,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/25,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/26,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/27,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/28,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/29,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/30,-,-,-,-,-,C14197,19.94,-104.259722
2005/05/31,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/01,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/02,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/03,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/04,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/05,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/06,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/07,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/08,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/09,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/10,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/11,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/12,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/13,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/14,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/15,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/16,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/17,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/18,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/19,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/20,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/21,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/22,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/23,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/24,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/25,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/26,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/27,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/28,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/29,-,-,-,-,-,C14197,19.94,-104.259722
2005/06/30,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/01,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/02,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/03,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/04,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/05,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/06,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/07,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/08,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/09,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/10,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/11,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/12,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/13,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/14,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/15,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/16,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/17,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/18,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/19,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/20,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/21,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/22,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/23,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/24,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/25,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/26,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/27,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/28,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/29,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/30,-,-,-,-,-,C14197,19.94,-104.259722
2005/07/31,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/01,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/02,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/03,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/04,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/05,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/06,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/07,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/08,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/09,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/10,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/11,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/12,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/13,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/14,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/15,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/16,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/17,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/18,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/19,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/20,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/21,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/22,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/23,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/24,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/25,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/26,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/27,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/28,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/29,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/30,-,-,-,-,-,C14197,19.94,-104.259722
2005/08/31,-,-,-,-,-,C14197,19.94,-104.259722
2005/09/01,2.90,23.25,28.50,18.00,2.92,C14197,19.94,-104.259722
2005/09/02,4.50,23.50,29.00,18.00,3.65,C14197,19.94,-104.259722
2005/09/03,6.80,22.50,27.50,17.50,6.44,C14197,19.94,-104.259722
2005/09/04,6.50,22.50,28.00,17.00,5.70,C14197,19.94,-104.259722
2005/09/05,0.00,24.25,30.50,18.00,4.83,C14197,19.94,-104.259722
2005/09/06,7.30,25.00,32.00,18.00,0.31,C14197,19.94,-104.259722
2005/09/07,0.00,23.50,30.50,16.50,4.03,C14197,19.94,-104.259722
2005/09/08,0.00,23.25,30.50,16.00,6.12,C14197,19.94,-104.259722
2005/09/09,0.00,23.50,30.00,17.00,2.34,C14197,19.94,-104.259722
2005/09/10,0.00,24.25,31.00,17.50,4.05,C14197,19.94,-104.259722
2005/09/11,16.10,25.25,33.00,17.50,5.46,C14197,19.94,-104.259722
2005/09/12,10.90,22.50,28.50,16.50,3.57,C14197,19.94,-104.259722
2005/09/13,0.00,23.75,30.00,17.50,4.01,C14197,19.94,-104.259722
2005/09/14,0.00,24.25,31.00,17.50,4.60,C14197,19.94,-104.259722
2005/09/15,0.00,24.25,31.00,17.50,3.36,C14197,19.94,-104.259722
2005/09/16,32.50,24.00,30.00,18.00,7.14,C14197,19.94,-104.259722
2005/09/17,4.50,24.00,30.00,18.00,3.41,C14197,19.94,-104.259722
2005/09/18,6.30,23.00,28.50,17.50,2.36,C14197,19.94,-104.259722
2005/09/19,0.00,24.25,31.00,17.50,4.66,C14197,19.94,-104.259722
2005/09/20,11.00,24.50,31.50,17.50,9.70,C14197,19.94,-104.259722
2005/09/21,0.00,23.50,29.50,17.50,2.98,C14197,19.94,-104.259722
2005/09/22,0.00,23.75,31.50,16.00,7.75,C14197,19.94,-104.259722
2005/09/23,0.00,23.75,31.00,16.50,2.72,C14197,19.94,-104.259722
2005/09/24,0.00,24.50,30.50,18.50,4.84,C14197,19.94,-104.259722
2005/09/25,10.30,20.00,21.00,19.00,1.12,C14197,19.94,-104.259722
2005/09/26,0.00,25.25,32.00,18.50,4.63,C14197,19.94,-104.259722
2005/09/27,0.00,24.75,31.00,18.50,7.32,C14197,19.94,-104.259722
2005/09/28,2.00,23.25,28.00,18.50,0.77,C14197,19.94,-104.259722
2005/09/29,0.30,22.25,26.50,18.00,3.27,C14197,19.94,-104.259722
2005/09/30,0.00,22.25,26.50,18.00,3.27,C14197,19.94,-104.259722
2005/10/01,0.00,25.50,33.00,18.00,3.95,C14197,19.94,-104.259722
2005/10/02,0.00,25.00,32.00,18.00,6.04,C14197,19.94,-104.259722
2005/10/03,0.00,25.50,33.00,18.00,5.35,C14197,19.94,-104.259722
2005/10/04,0.00,24.50,31.50,17.50,5.08,C14197,19.94,-104.259722
2005/10/05,0.00,23.50,30.00,17.00,4.20,C14197,19.94,-104.259722
2005/10/06,7.20,21.75,26.50,17.00,3.58,C14197,19.94,-104.259722
2005/10/07,0.20,20.00,22.00,18.00,1.36,C14197,19.94,-104.259722
2005/10/08,0.00,20.50,24.00,17.00,1.78,C14197,19.94,-104.259722
2005/10/09,0.00,20.25,23.50,17.00,3.28,C14197,19.94,-104.259722
2005/10/10,0.00,22.50,29.00,16.00,2.80,C14197,19.94,-104.259722
2005/10/11,0.00,23.75,31.50,16.00,4.96,C14197,19.94,-104.259722
2005/10/12,0.00,25.00,33.00,17.00,6.71,C14197,19.94,-104.259722
2005/10/13,0.00,23.25,30.00,16.50,3.35,C14197,19.94,-104.259722
2005/10/14,0.00,24.00,31.00,17.00,4.54,C14197,19.94,-104.259722
2005/10/15,1.50,23.75,31.50,16.00,4.21,C14197,19.94,-104.259722
2005/10/16,0.00,23.25,31.00,15.50,3.52,C14197,19.94,-104.259722
2005/10/17,0.00,23.50,32.00,15.00,5.33,C14197,19.94,-104.259722
2005/10/18,0.00,23.75,32.00,15.50,2.66,C14197,19.94,-104.259722
2005/10/19,0.00,24.25,33.50,15.00,4.46,C14197,19.94,-104.259722
2005/10/20,0.00,24.75,34.00,15.50,5.04,C14197,19.94,-104.259722
2005/10/21,0.00,26.75,35.50,18.00,5.33,C14197,19.94,-104.259722
2005/10/22,0.00,22.00,26.00,18.00,7.47,C14197,19.94,-104.259722
2005/10/23,0.00,24.50,31.00,18.00,6.08,C14197,19.94,-104.259722
2005/10/24,0.00,25.00,32.00,18.00,5.47,C14197,19.94,-104.259722
2005/10/25,0.00,24.00,32.50,15.50,4.47,C14197,19.94,-104.259722
2005/10/26,0.00,21.00,30.00,12.00,6.20,C14197,19.94,-104.259722
2005/10/27,0.00,20.00,29.00,11.00,5.52,C14197,19.94,-104.259722
2005/10/28,0.00,19.75,28.50,11.00,5.11,C14197,19.94,-104.259722
2005/10/29,0.00,19.75,29.00,10.50,4.34,C14197,19.94,-104.259722
2005/10/30,0.00,21.00,31.50,10.50,4.61,C14197,19.94,-104.259722
2005/10/31,0.00,21.75,31.50,12.00,5.28,C14197,19.94,-104.259722
2005/11/01,0.00,22.00,33.00,11.00,5.20,C14197,19.94,-104.259722
2005/11/02,0.00,22.25,33.00,11.50,5.27,C14197,19.94,-104.259722
2005/11/03,0.00,21.00,32.00,10.00,4.27,C14197,19.94,-104.259722
2005/11/04,0.00,20.00,30.00,10.00,5.24,C14197,19.94,-104.259722
2005/11/05,0.00,19.50,29.00,10.00,5.56,C14197,19.94,-104.259722
2005/11/06,0.00,19.25,29.50,9.00,5.18,C14197,19.94,-104.259722
2005/11/07,0.00,21.00,33.00,9.00,5.84,C14197,19.94,-104.259722
2005/11/08,0.00,21.00,33.00,9.00,5.02,C14197,19.94,-104.259722
2005/11/09,0.00,22.00,33.00,11.00,4.70,C14197,19.94,-104.259722
2005/11/10,0.00,22.00,32.00,12.00,5.00,C14197,19.94,-104.259722
2005/11/11,0.00,23.75,32.50,15.00,3.83,C14197,19.94,-104.259722
2005/11/12,0.00,24.00,34.00,14.00,3.30,C14197,19.94,-104.259722
2005/11/13,0.50,24.25,34.50,14.00,4.51,C14197,19.94,-104.259722
2005/11/14,0.00,22.00,30.00,14.00,4.91,C14197,19.94,-104.259722
2005/11/15,5.20,23.25,32.00,14.50,3.32,C14197,19.94,-104.259722
2005/11/16,0.00,22.25,31.00,13.50,3.33,C14197,19.94,-104.259722
2005/11/17,0.00,22.25,31.00,13.50,4.02,C14197,19.94,-104.259722
2005/11/18,0.00,22.50,32.00,13.00,4.00,C14197,19.94,-104.259722
2005/11/19,0.00,21.25,30.50,12.00,4.10,C14197,19.94,-104.259722
2005/11/20,0.00,20.00,30.00,10.00,3.00,C14197,19.94,-104.259722
2005/11/21,0.00,19.75,29.50,10.00,4.95,C14197,19.94,-104.259722
2005/11/22,0.00,19.75,29.50,10.00,5.37,C14197,19.94,-104.259722
2005/11/23,0.00,19.75,29.00,10.50,4.04,C14197,19.94,-104.259722
2005/11/24,0.00,18.50,27.00,10.00,4.24,C14197,19.94,-104.259722
2005/11/25,0.00,19.25,28.50,10.00,4.32,C14197,19.94,-104.259722
2005/11/26,0.00,18.75,28.50,9.00,1.51,C14197,19.94,-104.259722
2005/11/27,0.00,17.00,27.00,7.00,4.40,C14197,19.94,-104.259722
2005/11/28,0.00,17.75,28.50,7.00,3.85,C14197,19.94,-104.259722
2005/11/29,0.00,17.50,27.00,8.00,4.27,C14197,19.94,-104.259722
2005/11/30,0.00,17.50,27.00,8.00,4.50,C14197,19.94,-104.259722
2005/12/01,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/02,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/03,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/04,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/05,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/06,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/07,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/08,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/09,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/10,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/11,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/12,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/13,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/14,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/15,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/16,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/17,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/18,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/19,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/20,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/21,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/22,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/23,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/24,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/25,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/26,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/27,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/28,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/29,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/30,-,-,-,-,-,C14197,19.94,-104.259722
2005/12/31,-,-,-,-,-,C14197,19.94,-104.259722
2006/01/01,0.00,18.00,28.00,8.00,4.47,C14197,19.94,-104.259722
2006/01/02,0.00,19.00,30.00,8.00,4.73,C14197,19.94,-104.259722
2006/01/03,0.00,19.00,30.00,8.00,4.55,C14197,19.94,-104.259722
